run_uuid,key,step,value,timestamp
a27a9395759041689d2a58d7b8ce9c90,train/wps,1742,42.5,1771027282680
a27a9395759041689d2a58d7b8ce9c90,train/wps,1743,43.1,1771027288773
a27a9395759041689d2a58d7b8ce9c90,train/wps,1744,43.6,1771027294805
a27a9395759041689d2a58d7b8ce9c90,train/wps,1745,42.5,1771027300988
a27a9395759041689d2a58d7b8ce9c90,train/wps,1746,42.2,1771027307215
a27a9395759041689d2a58d7b8ce9c90,train/wps,1747,42.6,1771027313374
a27a9395759041689d2a58d7b8ce9c90,train/wps,1748,44.2,1771027319330
a27a9395759041689d2a58d7b8ce9c90,train/wps,1749,43.0,1771027325444
a27a9395759041689d2a58d7b8ce9c90,train/wps,1750,43.1,1771027331543
a27a9395759041689d2a58d7b8ce9c90,train/wps,1751,43.7,1771027337556
a27a9395759041689d2a58d7b8ce9c90,train/wps,1752,43.6,1771027343586
a27a9395759041689d2a58d7b8ce9c90,train/wps,1753,46.1,1771027349293
a27a9395759041689d2a58d7b8ce9c90,train/wps,1754,43.1,1771027355387
